Complaint_ID,Complaint_Text,Category,Sentiment,Priority,Resolution,Status
2754,Train delayed by 3 hours,Cleanliness,Negative,Medium,Cleaning team dispatched,Pending
2755,Food served was stale,Luggage,Neutral,Medium,Lost and found informed,Resolved
2756,WiFi not available,Delay,Negative,Medium,Delay notification sent,Pending
2757,WiFi not available,Catering Issue,Neutral,High,Vendor contacted,Pending
2758,Charging point not working,Electrical,Very Negative,Low,Electrician assigned,Pending
2759,Passenger lost luggage,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
2760,Food served was stale,Washroom Problem,Neutral,Low,Cleaning staff informed,Resolved
2761,Blanket not provided,Theft,Negative,Low,RPF complaint registered,Resolved
2762,Unauthorized person entered coach,Security,Negative,High,RPF team alerted,Pending
2763,Unauthorized person entered coach,Noise Complaint,Very Negative,Medium,Coach attendant informed,Pending
2764,Unauthorized person entered coach,Cleanliness,Neutral,Medium,Cleaning team dispatched,Resolved
2765,Blanket not provided,Bedroll Missing,Neutral,Medium,Housekeeping informed,Resolved
2766,Train delayed by 3 hours,Catering Issue,Negative,Low,Vendor contacted,Resolved
2767,Blanket not provided,Medical Emergency,Very Negative,High,Medical team alerted,Resolved
2768,AC not working in coach B2,Luggage,Very Negative,Medium,Lost and found informed,Resolved
2769,Train delayed by 3 hours,Bedroll Missing,Neutral,Low,Housekeeping informed,Resolved
2770,AC not working in coach B2,Reservation,Neutral,Medium,Reservation department informed,Pending
2771,Train delayed by 3 hours,Delay,Negative,Medium,Delay notification sent,Pending
2772,Unauthorized person entered coach,Reservation,Very Negative,Medium,Reservation department informed,Resolved
2773,AC not working in coach B2,Ticket Issue,Very Negative,Low,Refund process initiated,Pending
2774,WiFi not available,Noise Complaint,Very Negative,High,Coach attendant informed,Pending
2775,Blanket not provided,Water Problem,Very Negative,High,Vendor informed,Resolved
2776,Food served was stale,Delay,Neutral,High,Delay notification sent,Pending
2777,Medical assistance required urgently,Medical Emergency,Negative,Low,Medical team alerted,Pending
2778,Food served was stale,Luggage,Negative,Low,Lost and found informed,Resolved
2779,AC not working in coach B2,Medical Emergency,Very Negative,Low,Medical team alerted,Resolved
2780,WiFi not available,Women Safety,Neutral,Medium,RPF escort assigned,Pending
2781,Charging point not working,Women Safety,Negative,High,RPF escort assigned,Resolved
2782,Charging point not working,WiFi Issue,Very Negative,High,Technical support informed,Resolved
2783,AC not working in coach B2,Food Quality,Neutral,Low,Catering manager informed,Pending
2784,Train delayed by 3 hours,Coach Damage,Very Negative,Medium,Maintenance team assigned,Resolved
2785,AC not working in coach B2,Catering Issue,Negative,Medium,Vendor contacted,Resolved
2786,Passenger lost luggage,Theft,Very Negative,Low,RPF complaint registered,Pending
2787,Passenger lost luggage,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
2788,Train delayed by 3 hours,Ticket Issue,Very Negative,Low,Refund process initiated,Resolved
2789,Washroom is dirty,Bedroll Missing,Neutral,High,Housekeeping informed,Pending
2790,Charging point not working,Luggage,Very Negative,Medium,Lost and found informed,Resolved
2791,WiFi not available,Washroom Problem,Neutral,High,Cleaning staff informed,Resolved
2792,Charging point not working,Delay,Negative,Low,Delay notification sent,Resolved
2793,AC not working in coach B2,Food Quality,Neutral,High,Catering manager informed,Pending
2794,Food served was stale,Delay,Very Negative,Medium,Delay notification sent,Resolved
2795,Charging point not working,Women Safety,Neutral,Low,RPF escort assigned,Resolved
2796,Food served was stale,Luggage,Neutral,High,Lost and found informed,Resolved
2797,WiFi not available,Reservation,Neutral,Low,Reservation department informed,Resolved
2798,Charging point not working,Theft,Very Negative,High,RPF complaint registered,Pending
2799,Food served was stale,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
2800,Passenger lost luggage,Staff Behaviour,Neutral,High,Supervisor informed,Pending
2801,Blanket not provided,Delay,Negative,Medium,Delay notification sent,Pending
2802,Unauthorized person entered coach,Women Safety,Negative,Medium,RPF escort assigned,Pending
2803,Unauthorized person entered coach,Theft,Negative,High,RPF complaint registered,Resolved
2804,Food served was stale,Security,Negative,Low,RPF team alerted,Pending
2805,Blanket not provided,Luggage,Very Negative,Low,Lost and found informed,Resolved
2806,Blanket not provided,WiFi Issue,Very Negative,Medium,Technical support informed,Resolved
2807,Unauthorized person entered coach,Ticket Issue,Very Negative,High,Refund process initiated,Resolved
2808,Passenger lost luggage,Food Quality,Negative,Low,Catering manager informed,Resolved
2809,Train delayed by 3 hours,Women Safety,Negative,High,RPF escort assigned,Resolved
2810,Medical assistance required urgently,Catering Issue,Negative,High,Vendor contacted,Resolved
2811,Medical assistance required urgently,Food Quality,Neutral,High,Catering manager informed,Resolved
2812,AC not working in coach B2,Electrical,Very Negative,Low,Electrician assigned,Pending
2813,Food served was stale,Cleanliness,Very Negative,Low,Cleaning team dispatched,Resolved
2814,Passenger lost luggage,Bedroll Missing,Negative,Low,Housekeeping informed,Pending
2815,Train delayed by 3 hours,Women Safety,Negative,High,RPF escort assigned,Resolved
2816,Medical assistance required urgently,Bedroll Missing,Negative,High,Housekeeping informed,Resolved
2817,Unauthorized person entered coach,Security,Negative,High,RPF team alerted,Pending
2818,Charging point not working,Catering Issue,Neutral,Low,Vendor contacted,Pending
2819,AC not working in coach B2,Coach Damage,Very Negative,High,Maintenance team assigned,Pending
2820,Blanket not provided,Electrical,Negative,High,Electrician assigned,Pending
2821,Medical assistance required urgently,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
2822,Passenger lost luggage,Security,Negative,High,RPF team alerted,Resolved
2823,Unauthorized person entered coach,Staff Behaviour,Neutral,Low,Supervisor informed,Pending
2824,WiFi not available,Noise Complaint,Neutral,Medium,Coach attendant informed,Pending
2825,Blanket not provided,Delay,Very Negative,Low,Delay notification sent,Resolved
2826,Passenger lost luggage,Medical Emergency,Neutral,Medium,Medical team alerted,Pending
2827,WiFi not available,Women Safety,Neutral,Low,RPF escort assigned,Pending
2828,Food served was stale,Noise Complaint,Negative,Medium,Coach attendant informed,Pending
2829,Passenger lost luggage,Electrical,Negative,Low,Electrician assigned,Pending
2830,Train delayed by 3 hours,Security,Very Negative,Medium,RPF team alerted,Pending
2831,Blanket not provided,Electrical,Very Negative,Low,Electrician assigned,Resolved
2832,Medical assistance required urgently,Medical Emergency,Neutral,High,Medical team alerted,Pending
2833,Train delayed by 3 hours,AC Issue,Very Negative,Low,Technician assigned,Pending
2834,Food served was stale,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Resolved
2835,Unauthorized person entered coach,Noise Complaint,Neutral,High,Coach attendant informed,Pending
2836,AC not working in coach B2,Luggage,Neutral,Low,Lost and found informed,Resolved
2837,Washroom is dirty,WiFi Issue,Very Negative,High,Technical support informed,Resolved
2838,AC not working in coach B2,Catering Issue,Neutral,Medium,Vendor contacted,Pending
2839,AC not working in coach B2,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
2840,Passenger lost luggage,Electrical,Negative,Medium,Electrician assigned,Resolved
2841,AC not working in coach B2,Bedroll Missing,Negative,High,Housekeeping informed,Resolved
2842,Medical assistance required urgently,Food Quality,Negative,Medium,Catering manager informed,Pending
2843,Blanket not provided,Catering Issue,Neutral,High,Vendor contacted,Pending
2844,Blanket not provided,Security,Very Negative,Low,RPF team alerted,Pending
2845,Unauthorized person entered coach,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
2846,Charging point not working,Washroom Problem,Negative,Medium,Cleaning staff informed,Resolved
2847,Washroom is dirty,Coach Damage,Negative,Low,Maintenance team assigned,Pending
2848,Blanket not provided,Theft,Neutral,Low,RPF complaint registered,Pending
2849,Medical assistance required urgently,Ticket Issue,Very Negative,Low,Refund process initiated,Resolved
2850,AC not working in coach B2,Bedroll Missing,Negative,High,Housekeeping informed,Resolved
2851,Food served was stale,Medical Emergency,Negative,High,Medical team alerted,Pending
2852,Train delayed by 3 hours,Luggage,Neutral,High,Lost and found informed,Resolved
2853,AC not working in coach B2,Bedroll Missing,Neutral,High,Housekeeping informed,Resolved
2854,AC not working in coach B2,Luggage,Neutral,Medium,Lost and found informed,Resolved
2855,Washroom is dirty,Coach Damage,Neutral,High,Maintenance team assigned,Pending
2856,Charging point not working,Women Safety,Negative,High,RPF escort assigned,Pending
2857,AC not working in coach B2,WiFi Issue,Negative,High,Technical support informed,Pending
2858,WiFi not available,Noise Complaint,Very Negative,High,Coach attendant informed,Resolved
2859,Train delayed by 3 hours,Noise Complaint,Neutral,High,Coach attendant informed,Pending
2860,Train delayed by 3 hours,Water Problem,Very Negative,Low,Vendor informed,Pending
2861,Blanket not provided,Reservation,Negative,High,Reservation department informed,Pending
2862,Food served was stale,Water Problem,Neutral,Medium,Vendor informed,Resolved
2863,Medical assistance required urgently,Medical Emergency,Very Negative,Low,Medical team alerted,Resolved
2864,Food served was stale,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Pending
2865,Medical assistance required urgently,Ticket Issue,Very Negative,Low,Refund process initiated,Pending
2866,Train delayed by 3 hours,Electrical,Negative,Low,Electrician assigned,Resolved
2867,Medical assistance required urgently,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
2868,WiFi not available,Food Quality,Negative,Low,Catering manager informed,Pending
2869,Medical assistance required urgently,AC Issue,Neutral,High,Technician assigned,Resolved
2870,WiFi not available,Catering Issue,Negative,Low,Vendor contacted,Pending
2871,Passenger lost luggage,Theft,Negative,Medium,RPF complaint registered,Resolved
2872,Medical assistance required urgently,Coach Damage,Very Negative,Medium,Maintenance team assigned,Pending
2873,Passenger lost luggage,Medical Emergency,Negative,High,Medical team alerted,Pending
2874,WiFi not available,Medical Emergency,Neutral,Medium,Medical team alerted,Resolved
2875,Blanket not provided,Staff Behaviour,Negative,High,Supervisor informed,Pending
2876,Medical assistance required urgently,Bedroll Missing,Neutral,Low,Housekeeping informed,Resolved
2877,Train delayed by 3 hours,Bedroll Missing,Negative,Medium,Housekeeping informed,Resolved
2878,Passenger lost luggage,Medical Emergency,Very Negative,Low,Medical team alerted,Pending
2879,Food served was stale,Women Safety,Neutral,Medium,RPF escort assigned,Resolved
2880,Train delayed by 3 hours,Washroom Problem,Neutral,High,Cleaning staff informed,Resolved
2881,Train delayed by 3 hours,Delay,Neutral,Low,Delay notification sent,Pending
2882,AC not working in coach B2,Food Quality,Negative,Medium,Catering manager informed,Resolved
2883,Medical assistance required urgently,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
2884,Food served was stale,Bedroll Missing,Neutral,Low,Housekeeping informed,Resolved
2885,Charging point not working,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
2886,Train delayed by 3 hours,Cleanliness,Neutral,Medium,Cleaning team dispatched,Resolved
2887,Medical assistance required urgently,Cleanliness,Negative,Low,Cleaning team dispatched,Resolved
2888,Washroom is dirty,Electrical,Neutral,Low,Electrician assigned,Resolved
2889,Train delayed by 3 hours,Cleanliness,Neutral,High,Cleaning team dispatched,Resolved
2890,Medical assistance required urgently,Theft,Negative,High,RPF complaint registered,Pending
2891,WiFi not available,Washroom Problem,Very Negative,Low,Cleaning staff informed,Resolved
2892,Passenger lost luggage,Reservation,Negative,Low,Reservation department informed,Pending
2893,Unauthorized person entered coach,Bedroll Missing,Negative,Low,Housekeeping informed,Resolved
2894,Washroom is dirty,Medical Emergency,Neutral,Medium,Medical team alerted,Pending
2895,Charging point not working,Noise Complaint,Very Negative,Medium,Coach attendant informed,Pending
2896,Food served was stale,WiFi Issue,Neutral,Medium,Technical support informed,Pending
2897,Charging point not working,Reservation,Negative,High,Reservation department informed,Resolved
2898,Medical assistance required urgently,Medical Emergency,Neutral,High,Medical team alerted,Pending
2899,Passenger lost luggage,Theft,Very Negative,High,RPF complaint registered,Resolved
2900,Medical assistance required urgently,Theft,Very Negative,Low,RPF complaint registered,Pending
2901,Charging point not working,Security,Neutral,Medium,RPF team alerted,Pending
2902,Train delayed by 3 hours,Electrical,Negative,Medium,Electrician assigned,Resolved
